Commerce Cloud Weekly Product Active Data,,,,,,,
productID,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
7.02E+11,108842.5,2485,2125,65362,37787,51.22,0.054838
7.02E+11,51061.92,856,728,36233,5468,70.14,0.018787
7.02E+11,1296.75,26,25,3273,461,51.87,0.000645
7.02E+11,134852.93,1769,1453,20011,12577,92.81,0.037496
7.02E+11,17957.28,93,88,1132,457,204.06,0.002271
7.02E+11,308570.64,1957,1596,93757,38216,193.34,0.041186
7.02E+11,64978.2,492,420,11115,3559,154.71,0.010838
7.02E+11,28093.52,375,364,43133,8039,77.18,0.009393
7.02E+11,7957.56,166,156,10703,1930,51.01,0.004026
7.02E+11,149538.76,3112,2758,63181,13805,54.22,0.071173
7.02E+11,167234.52,3491,2823,58920,18249,59.24,0.07285
7.02E+11,63362.46,1322,1239,19146,7195,51.14,0.031974
7.02E+11,183396,3057,2550,50557,21049,71.92,0.065805
7.02E+11,135867.66,1761,1678,34489,21573,80.97,0.043302
7.02E+11,160988.58,1812,1593,25749,7733,101.06,0.041109
7.02E+11,95452,1218,980,24450,6675,97.4,0.02529
7.02E+11,157489.28,1630,1472,29804,6486,106.99,0.037986
7.02E+11,216907.35,2869,2585,72652,30563,83.91,0.066708
7.02E+11,115855.11,1483,1323,27720,6168,87.57,0.034141
7.02E+11,215193.72,1797,1687,42598,10294,127.56,0.043535
7.02E+11,16964.86,142,118,7835,944,143.77,0.003045
7.02E+11,123903.6,2421,2370,18656,10698,52.28,0.06116
7.02E+11,18000,772,625,16258,2433,28.8,0.016129
7.02E+11,2131.64,179,161,6179,3182,13.24,0.004155
7.02E+11,16736.61,1500,1237,20582,7732,13.53,0.031922
7.02E+11,5414.5,326,325,8637,3656,16.66,0.008387
7.02E+11,21913.57,971,853,56485,14881,25.69,0.022012
7.02E+11,100447.2,2258,1993,44559,16316,50.4,0.051431
7.02E+11,2194.86,520,466,11415,3776,4.71,0.012026
7.02E+11,4537,360,349,15935,2366,13,0.009006
7.02E+11,3679.93,86,73,948,547,50.41,0.001884
7.02E+11,70160.86,2276,2233,67559,30033,31.42,0.057625
7.02E+11,1031.79,218,211,8049,1599,4.89,0.005445
7.02E+11,11175.55,689,563,13851,5638,19.85,0.014529
7.02E+11,3321.7,296,295,22434,4839,11.26,0.007613
7.02E+11,1026.72,46,46,902,415,22.32,0.001187
7.02E+11,105707.08,4447,4094,90374,25730,25.82,0.105649
7.02E+11,1188.81,415,333,8795,1742,3.57,0.008593
7.02E+11,65307.2,2002,1904,34239,7211,34.3,0.049134
7.02E+11,137501.1,2536,2365,30320,13639,58.14,0.061031
7.02E+11,15701.46,3105,2591,25488,9996,6.06,0.066863
7.02E+11,111480.03,2206,2103,15626,8922,53.01,0.05427
7.02E+11,110016.55,2481,2135,67809,6926,51.53,0.055096
7.02E+11,7732.53,413,351,22164,9440,22.03,0.009058
7.02E+11,5890.04,192,188,11744,1343,31.33,0.004852
7.02E+11,115079.58,4188,3542,31650,17753,32.49,0.091405
7.02E+11,4203362.78,279,278,4495,1836,15120.01,0.007174
7.02E+11,488730.62,415,406,11128,2911,1203.77,0.010477
7.02E+11,31349.5,789,742,81245,24158,42.25,0.019148
7.02E+11,3085.25,357,301,25930,2289,10.25,0.007768
7.02E+11,11762.46,694,647,26888,7137,18.18,0.016696
7.02E+11,8849.79,253,219,3343,1502,40.41,0.005651
7.02E+11,6379.94,242,199,36413,6569,32.06,0.005135
7.02E+11,175691.49,1227,993,52841,12127,176.93,0.025625
7.02E+11,1098,389,360,10024,2724,3.05,0.00929
7.02E+11,342327.73,2655,2623,44097,25096,130.51,0.067689
7.02E+11,10614.31,392,371,20635,2685,28.61,0.009574
7.02E+11,89358.28,1082,1034,77195,26357,86.42,0.026683
7.02E+11,208254.6,2964,2540,39460,12454,81.99,0.065547
7.02E+11,85723.2,1680,1440,37829,9414,59.53,0.037161
7.02E+11,30144.52,543,541,19138,2275,55.72,0.013961
7.02E+11,258438.73,4191,3491,87979,15664,74.03,0.090088
7.02E+11,188163.84,2808,2579,58243,28199,72.96,0.066553
7.02E+11,145671.44,2311,1948,15901,8827,74.78,0.05027
7.02E+11,15224.52,223,204,5702,1760,74.63,0.005264
7.02E+11,17174.16,236,216,2829,1351,79.51,0.005574
7.02E+11,122550.88,1858,1744,33571,14151,70.27,0.045006
7.02E+11,46775.16,764,612,37962,8611,76.43,0.015793
7.02E+11,33449.84,784,634,34517,12459,52.76,0.016361
7.02E+11,20422.62,494,414,35042,9595,49.33,0.010684
7.02E+11,17347.92,352,328,14785,4495,52.89,0.008464
7.02E+11,15237.18,339,278,5757,3031,54.81,0.007174
7.02E+11,355970.79,3833,3339,84049,29005,106.61,0.086166
7.02E+11,53861.64,837,777,48907,7507,69.32,0.020051
7.02E+11,96166.5,1115,1051,20373,8520,91.5,0.027122
7.02E+11,5776.49,217,193,8405,4239,29.93,0.004981
7.02E+11,196140.85,2736,2711,79669,31344,72.35,0.06996
7.02E+11,17117.06,3514,2921,24937,11735,5.86,0.075379
7.02E+11,7344,89,80,8357,1499,91.8,0.002064
7.02E+11,14388,470,400,6391,1614,35.97,0.010322
7.02E+11,26062.6,984,863,68855,12519,30.2,0.022271
7.02E+11,155195.04,6627,5712,76716,22553,27.17,0.147403
7.02E+11,15864.22,485,446,14043,3526,35.57,0.011509
7.02E+11,67494.3,4709,4299,90582,26897,15.7,0.11094
7.02E+11,12764.5,2643,2605,76070,23285,4.9,0.067224
7.02E+11,18955.09,2638,2629,47649,25347,7.21,0.067844
7.02E+11,15908.76,1148,963,48126,6542,16.52,0.024851
7.02E+11,220333.6,7150,5780,81217,25587,38.12,0.149158
7.02E+11,3438.21,110,93,5844,2115,36.97,0.0024
7.02E+11,5387.45,265,265,42261,5380,20.33,0.006839
7.02E+11,3075.15,1409,1235,66239,6722,2.49,0.03187
7.02E+11,1869.93,980,789,29141,14849,2.37,0.020361
7.02E+11,3259.62,672,546,18441,4700,5.97,0.01409
7.02E+11,2633.4,66,60,3123,466,43.89,0.001548
7.02E+11,9820.17,1072,999,14390,4742,9.83,0.02578
7.02E+11,1066.84,721,596,10202,2905,1.79,0.01538
7.02E+11,78203.33,2696,2437,58427,13309,32.09,0.062889
7.02E+11,7096.5,227,225,26227,4132,31.54,0.005806
7.02E+11,593.28,298,288,8468,557,2.06,0.007432
7.02E+11,311.25,30,25,3268,735,12.45,0.000645
7.02E+11,5678.4,142,130,39254,3947,43.68,0.003355
7.08E+11,5613.3,2165,1782,76542,15725,3.15,0.045986
7.08E+11,25272.17,299,253,56825,5806,99.89,0.006529
7.08E+11,36824.22,606,486,11567,3529,75.77,0.012542
7.08E+11,78172.65,1296,1115,14074,6114,70.11,0.028774
7.08E+11,6543.69,64,59,2147,427,110.91,0.001523
7.08E+11,136656.52,7088,6826,67032,30524,20.02,0.176151
7.08E+11,109303.6,1566,1516,55717,17575,72.1,0.039122
7.08E+11,25172.35,373,371,18856,4584,67.85,0.009574
7.08E+11,3571.75,69,65,6915,877,54.95,0.001677
7.08E+11,119565.48,1134,916,89885,8354,130.53,0.023638
7.08E+11,5318.55,240,223,4619,1771,23.85,0.005755
7.08E+11,114161.52,1911,1826,21463,9864,62.52,0.047122
7.08E+11,164752.56,2775,2359,32138,11851,69.84,0.060876
7.08E+11,3606.2,788,730,61916,9057,4.94,0.018838
7.08E+11,27054.72,530,448,29833,8208,60.39,0.011561
7.08E+11,44902.9,1989,1610,74691,22007,27.89,0.041548
7.08E+11,54761.75,3614,3455,51142,33087,15.85,0.089159
7.08E+11,15778.84,343,329,13952,3428,47.96,0.00849
7.08E+11,107115.07,3574,3361,75785,18511,31.87,0.086734
7.08E+11,22134.28,580,491,13352,2545,45.08,0.012671
7.08E+11,592.96,232,218,9026,1312,2.72,0.005626
7.08E+11,27.15,1,1,73,9,27.15,0.000026
7.08E+11,6999.93,276,271,5801,1601,25.83,0.006993
7.08E+11,30049.23,1251,1227,101838,20551,24.49,0.031664
7.08E+11,6465.7,249,205,14976,4664,31.54,0.00529
7.08E+11,16801.98,387,338,36754,3518,49.71,0.008722
7.08E+11,245324.52,2328,1876,44650,14371,130.77,0.048412
7.08E+11,108385.2,1458,1320,96214,27025,82.11,0.034064
7.08E+11,240650.2,2678,2660,43747,11730,90.47,0.068644
7.08E+11,266992.3,2434,2081,27256,7890,128.3,0.053702
7.08E+11,361620,4066,3500,48660,21737,103.32,0.090321
7.08E+11,38385.84,411,376,25986,9064,102.09,0.009703
7.08E+11,121354.67,927,757,55257,14828,160.31,0.019535
7.08E+11,535966.2,3527,2970,28678,12193,180.46,0.076644
7.08E+11,75487.38,1054,874,48248,5100,86.37,0.022554
7.08E+11,70212.4,1603,1285,86069,28137,54.64,0.033161
72516759M,340076.31,6623,6153,53239,21427,55.27,0.158784
7.27E+11,57997.77,1197,1119,70343,13311,51.83,0.028877
7.27E+11,17686.08,354,288,15764,3419,61.41,0.007432
7.27E+11,40638.07,799,647,25412,3134,62.81,0.016696
7.27E+11,26578.52,614,503,19376,3286,52.84,0.01298
7.27E+11,81614.12,6498,6118,96441,23984,13.34,0.157881
7.27E+11,52335.14,1356,1262,39892,18055,41.47,0.032567
7.27E+11,10499.2,1716,1544,46904,9093,6.8,0.039844
73910432M,31595.1,1638,1311,42567,11291,24.1,0.033832
73910532M,40150.89,1426,1209,65832,9327,33.21,0.031199
7.40E+11,241.5,8,7,300,86,34.5,0.000181
7.40E+11,958.32,131,121,3155,1536,7.92,0.003123
7.40E+11,17519.46,901,826,19675,8378,21.21,0.021316
7.40E+11,69999.18,1652,1614,51304,12200,43.37,0.041651
7.40E+11,3570.37,673,641,76898,5962,5.57,0.016542
7.40E+11,6894.18,333,306,13454,3001,22.53,0.007897
7.40E+11,4099.15,386,319,11220,2942,12.85,0.008232
7.40E+11,12421.89,411,351,17158,8624,35.39,0.009058
7.40E+11,3281.35,181,155,21726,5941,21.17,0.004
7.40E+11,20938.05,822,805,23159,14088,26.01,0.020774
7.40E+11,18584.96,476,409,17650,2632,45.44,0.010555
7.40E+11,21260.32,826,712,14105,4826,29.86,0.018374
7.40E+11,10971.36,422,401,12326,2275,27.36,0.010348
7.40E+11,1856.4,423,357,9059,2365,5.2,0.009213
7.40E+11,139441.8,3778,3356,40688,17148,41.55,0.086605
7.40E+11,10470.39,1817,1533,44207,16215,6.83,0.03956
7.40E+11,59682.7,850,770,17877,4224,77.51,0.019871
7.40E+11,1459682.18,2987,2453,90018,28165,595.06,0.063302
7.40E+11,117307.56,1567,1266,19636,7091,92.66,0.03267
7.40E+11,109483.44,761,734,32452,5852,149.16,0.018942
7.40E+11,18691.5,267,255,31080,3192,73.3,0.006581
7.40E+11,234848,3627,3580,53296,19825,65.6,0.092385
7.40E+11,21887.01,273,243,5304,1028,90.07,0.006271
7.40E+11,157973.76,1359,1306,52644,15770,120.96,0.033703
7.40E+11,20203.2,166,138,13191,1117,146.4,0.003561
7.40E+11,873025.2,6574,6155,98421,29284,141.84,0.158835
7.40E+11,86700.33,1200,1059,21490,8596,81.87,0.027328
7.40E+11,69160.5,702,675,27753,6488,102.46,0.017419
7.40E+11,260255.35,2416,2185,15947,6354,119.11,0.056386
7.40E+11,104208.78,1208,1118,19128,7240,93.21,0.028851
7.40E+11,52327.8,324,315,30977,3581,166.12,0.008129
7.40E+11,291562.96,2084,1924,18808,8001,151.54,0.049651
7.40E+11,250092.24,1927,1812,30202,10526,138.02,0.04676
7.40E+11,50270.76,421,356,9116,2918,141.21,0.009187
7.40E+11,31428.52,459,431,10351,3781,72.92,0.011122
7.40E+11,11067.84,176,162,2671,897,68.32,0.004181
7.40E+11,3521.52,461,402,35237,6570,8.76,0.010374
7.40E+11,541387.08,4324,3989,43375,26898,135.72,0.10294
7.40E+11,178169.6,7246,6560,51956,23041,27.16,0.169287
7.40E+11,21819.04,347,332,56165,6331,65.72,0.008568
7.40E+11,840.7,15,14,494,77,60.05,0.000361
7.40E+11,15788.34,2244,2151,40217,9475,7.34,0.055509
7.40E+11,479328.72,3139,2613,32135,14248,183.44,0.067431
7.40E+11,8623.36,135,128,5433,717,67.37,0.003303
7.40E+11,14344.26,306,294,27285,3623,48.79,0.007587
7.40E+11,171350.27,4566,3913,96185,29814,43.79,0.100979
7.40E+11,27635.88,709,646,21491,3547,42.78,0.016671
7.40E+11,26579.72,684,668,21628,8652,39.79,0.017238
7.40E+11,178069.42,2918,2818,60323,21603,63.19,0.072721
7.40E+11,154882.2,2094,2046,19410,9492,75.7,0.052799
7.40E+11,557714.88,7445,6304,56155,21600,88.47,0.16268
7.40E+11,57152.64,758,618,51566,13545,92.48,0.015948
7.40E+11,26995.32,428,374,10394,3037,72.18,0.009651
7.40E+11,577.72,45,44,7667,751,13.13,0.001135
7.40E+11,31950,2154,1875,34024,8189,17.04,0.048386
7.40E+11,9277.8,262,210,15953,1780,44.18,0.005419
7.40E+11,118746.44,3507,3044,65795,26633,39.01,0.078553
7.40E+11,94053.42,2014,1854,36189,12973,50.73,0.047844
7.40E+11,36091.2,3201,2920,43549,10159,12.36,0.075353
7.40E+11,15985.91,932,827,41318,3618,19.33,0.021341
7.40E+11,152125.68,4570,4278,45300,22442,35.56,0.110398
7.40E+11,43356.27,1191,1047,23539,7184,41.41,0.027019
7.40E+11,22462.49,936,769,32199,15914,29.21,0.019845
7.40E+11,2643.22,622,566,32626,17549,4.67,0.014606
7.40E+11,4823.88,144,122,3164,641,39.54,0.003148
7.40E+11,6097.56,124,119,12884,3221,51.24,0.003071
7.40E+11,3492.58,324,266,4577,1410,13.13,0.006864
7.40E+11,39068.15,1587,1415,42793,12800,27.61,0.036515
7.40E+11,24102.4,663,640,66734,7590,37.66,0.016516
7.40E+11,65415.6,3237,2692,39662,10708,24.3,0.06947
7.40E+11,42933.24,1946,1893,40294,9179,22.68,0.048851
7.40E+11,8243.1,444,387,14972,1524,21.3,0.009987
7.40E+11,30705.99,221,219,18027,2302,140.21,0.005651
7.40E+11,2351.44,716,646,50853,9794,3.64,0.016671
7.40E+11,9283.77,3785,3557,63706,20482,2.61,0.091792
7.40E+11,73574.58,2183,1761,27506,7567,41.78,0.045444
74974310M,51404.6,1314,1105,20083,4333,46.52,0.028516
74974310M-1,9981.16,370,301,11583,2336,33.16,0.007768
74974310M-2,9537.92,473,448,9226,1200,21.29,0.011561
74974310M-3,219128.82,5408,4462,79047,47015,49.11,0.115146
74974310M-4,58.64,9,8,476,95,7.33,0.000206
7.51E+11,1176.76,154,146,11703,3485,8.06,0.003768
7.51E+11,73114.22,2270,2146,54296,10792,34.07,0.055379
7.51E+11,16545.88,222,188,10127,1172,88.01,0.004852
7.51E+11,115948.82,986,949,22087,4880,122.18,0.02449
7.51E+11,14154.7,147,146,7625,3119,96.95,0.003768
7.51E+11,62485.08,1218,1022,23111,8443,61.14,0.026374
7.51E+11,55977.35,731,715,69345,14085,78.29,0.018451
7.51E+11,295405.2,4632,3720,53677,17288,79.41,0.095998
7.51E+11,56086.7,1127,934,30079,9865,60.05,0.024103
7.51E+11,153193.06,1832,1801,52205,7993,85.06,0.046476
7.51E+11,62322.89,791,791,18284,8557,78.79,0.020412
7.51E+11,12226.76,208,182,9938,2692,67.18,0.004697
7.51E+11,24377.22,421,378,86713,9551,64.49,0.009755
7.51E+11,1433.82,24,23,1817,239,62.34,0.000594
7.51E+11,127684.42,1815,1478,23786,11972,86.39,0.038141
7.51E+11,31275.72,386,378,34353,6168,82.74,0.009755
7.51E+11,27982.36,354,292,14917,3211,95.83,0.007535
7.51E+11,91083,1434,1164,21544,9575,78.25,0.030038
7.51E+11,10291.82,393,326,15617,6136,31.57,0.008413
7.51E+11,10037.5,874,730,50941,8497,13.75,0.018838
7.51E+11,33203.04,1033,884,35103,6345,37.56,0.022812
7.51E+11,4407.55,296,245,10528,1457,17.99,0.006322
7.51E+11,45749.61,1925,1809,20556,8968,25.29,0.046683
7.51E+11,21412.64,635,592,31346,7787,36.17,0.015277
7.51E+11,62510.94,5645,4926,98065,28824,12.69,0.12712
7.51E+11,54167.5,1420,1175,32898,11166,46.1,0.030322
7.51E+11,29208.3,877,835,11455,5097,34.98,0.021548
7.51E+11,113188.24,1094,1063,30443,17410,106.48,0.027432
7.51E+11,312007.95,3335,3321,82536,38531,93.95,0.085701
7.51E+11,8695.33,120,119,5387,1404,73.07,0.003071
7.51E+11,128596.17,3931,3273,61922,15142,39.29,0.084463
7.51E+11,77733.2,2234,1865,55604,30177,41.68,0.048128
7.51E+11,23932.49,1398,1213,44740,11708,19.73,0.031303
7.51E+11,41655.24,1605,1413,29821,6443,29.48,0.036464
7.51E+11,8494.36,349,322,26197,4770,26.38,0.00831
7.51E+11,12934.54,409,358,16903,3408,36.13,0.009239
7.51E+11,7971.94,492,398,15334,3993,20.03,0.010271
7.51E+11,69365.96,4095,3412,87716,24544,20.33,0.08805
7.51E+11,9479.7,283,270,12796,2285,35.11,0.006968
7.51E+11,671.16,97,94,7615,1532,7.14,0.002426
7.51E+11,1531.44,865,709,15589,4326,2.16,0.018296
7.51E+11,51794.58,1902,1734,34580,11531,29.87,0.044747
7.51E+11,316431.36,2965,2943,62305,17782,107.52,0.075947
7.51E+11,29669.4,687,636,29399,4630,46.65,0.016413
7.51E+11,102281.52,1418,1272,23426,10420,80.41,0.032825
7.51E+11,501.1,5,5,651,106,100.22,0.000129
7.51E+11,64425.46,2328,2134,60223,20964,30.19,0.05507
7.51E+11,531.06,198,167,21161,2643,3.18,0.00431
7.51E+11,80043.04,2178,2044,67850,21805,39.16,0.052747
7.51E+11,118166.17,1714,1499,51302,29916,78.83,0.038683
7.51E+11,705674.74,4272,3659,48889,18542,192.86,0.094424
7.51E+11,224530.8,1888,1556,57706,10488,144.3,0.040154
7.51E+11,154421.6,1028,860,15162,4286,179.56,0.022193
7.51E+11,170998.62,1186,1039,35024,10613,164.58,0.026812
7.51E+11,55919.36,372,316,30810,8247,176.96,0.008155
7.51E+11,217224.07,1199,1057,82283,20056,205.51,0.027277
7.51E+11,342169,3905,3350,40235,18401,102.14,0.08645
7.51E+11,89443.44,342,321,11243,2235,278.64,0.008284
7.51E+11,7031.7,97,78,1758,913,90.15,0.002013
7.51E+11,14259.7,3782,3134,69483,14692,4.55,0.080876
7.51E+11,29913.17,711,707,9214,3862,42.31,0.018245
7.51E+11,43739.04,1348,1244,20565,10689,35.16,0.032103
7.51E+11,32813.04,1541,1352,59611,16878,24.27,0.03489
7.51E+11,9515.1,348,322,14112,4683,29.55,0.00831
7.51E+11,102368.8,3632,3280,83457,25211,31.21,0.084643
7.51E+11,34579.76,1866,1514,17787,7326,22.84,0.03907
7.51E+11,17183.2,2298,1880,70326,14506,9.14,0.048515
7.51E+11,60279.45,1506,1309,47682,9951,46.05,0.03378
78916783M,132009.73,2038,1667,91993,27483,79.19,0.043018
78916783M-1,298075.75,2846,2399,27121,10201,124.25,0.061908
78916783M-2,9249.56,117,106,7918,2889,87.26,0.002735
78916783M-3,151100.9,1678,1490,22348,7906,101.41,0.038451
78916783M-4,380952.32,4391,4148,85644,32589,91.84,0.107043
7.94E+11,71580.6,925,855,90846,10379,83.72,0.022064
7.94E+11,125039.12,1681,1588,36490,9677,78.74,0.04098
7.94E+11,135327.4,1957,1679,51715,17339,80.6,0.043328
7.98E+11,277913.19,4919,4161,63371,20336,66.79,0.107378
7.98E+11,3942.67,44,43,3230,937,91.69,0.00111
7.98E+11,18143.28,272,226,3568,1396,80.28,0.005832
7.98E+11,85924.32,1198,1104,45347,9212,77.83,0.02849
7.98E+11,147392,1610,1600,18778,10259,92.12,0.041289
7.98E+11,83267.58,1024,869,34100,11510,95.82,0.022425
7.98E+11,48594.92,684,617,41419,3843,78.76,0.015922
8.00E+11,26754.26,455,442,11100,4404,60.53,0.011406
8.00E+11,22649.61,555,499,3509,1596,45.39,0.012877
8.00E+11,100435.3,2184,1990,35011,13200,50.47,0.051354
8.00E+11,23970.78,558,489,16695,3361,49.02,0.012619
8.00E+11,60659.91,2172,2091,52924,18333,29.01,0.05396
8.00E+11,33882.4,2370,2066,14357,7116,16.4,0.053315
8.00E+11,7685.8,951,926,36194,6137,8.3,0.023896
8.00E+11,53685.08,2108,2102,33001,14079,25.54,0.054244
8.00E+11,62059.69,1600,1309,41883,7185,47.41,0.03378
8.00E+11,234193.96,6922,5849,51200,22610,40.04,0.150939
8.00E+11,13050.72,828,684,19421,5006,19.08,0.017651
8.00E+11,47549.81,3391,2849,47174,19593,16.69,0.073521
8.00E+11,63837,2109,1730,68232,30000,36.9,0.044644
8.00E+11,28311.12,709,648,19528,3518,43.69,0.016722
82516743M,82522.75,2170,2075,61420,11965,39.77,0.053547
82916781M,136688.25,3130,3089,68125,18939,44.25,0.079714
82936941M,199211.28,4238,3624,47032,17572,54.97,0.093521
83536828M,22846.34,2840,2486,98557,26118,9.19,0.064154
8.42E+11,3773.64,1101,1066,14155,6976,3.54,0.027509
8.42E+11,169227.52,9730,8888,102633,43262,19.04,0.229363
86736845M,20773.5,1898,1650,80528,25558,12.59,0.04258
86736887M,144716.17,4217,3617,76202,17400,40.01,0.09334
8.83E+11,62584.95,2000,1871,39099,17469,33.45,0.048283
8.83E+11,161115.21,1763,1623,62343,9337,99.27,0.041883
8.83E+11,55101.42,1321,1122,35967,11569,49.11,0.028954
8.83E+11,72417.16,666,593,10014,2423,122.12,0.015303
8.83E+11,11848.64,626,607,27115,4493,19.52,0.015664
8.83E+11,352685.92,5506,4528,94336,42094,77.89,0.116849
8.83E+11,142433.83,2348,1907,19844,8919,74.69,0.049212
8.83E+11,28119.24,402,342,15178,1996,82.22,0.008826
8.83E+11,128217.6,1815,1590,15724,6789,80.64,0.041031
8.83E+11,668904.34,3744,3406,59101,20879,196.39,0.087895
8.83E+11,184122.4,1033,880,46846,6286,209.23,0.022709
8.83E+11,30104,464,424,21934,8627,71,0.010942
8.83E+11,271654.95,4450,4395,66919,24515,61.81,0.113417
8.83E+11,16453.32,245,212,26009,3459,77.61,0.005471
8.83E+11,84217.92,1083,888,21895,3193,94.84,0.022916
8.83E+11,22173.84,237,206,10562,4639,107.64,0.005316
8.83E+11,82183.2,753,660,26776,3016,124.52,0.017032
8.83E+11,36226.52,331,293,11113,4558,123.64,0.007561
8.83E+11,40270.5,354,314,7177,2399,128.25,0.008103
8.83E+11,346555.44,3110,2926,70553,16268,118.44,0.075508
8.83E+11,237938,4514,4390,87015,35851,54.2,0.113288
8.83E+11,2089.71,298,279,19580,4238,7.49,0.0072
8.83E+11,66981.75,2060,1725,65106,11905,38.83,0.044515
8.83E+11,6799.54,702,682,8874,3629,9.97,0.0176
8.83E+11,24745.5,1277,1053,25388,14518,23.5,0.027174
8.83E+11,40370.44,1027,878,36242,7385,45.98,0.022658
8.83E+11,18727.86,1590,1366,27038,4903,13.71,0.035251
8.83E+11,72477.6,2494,2424,37481,10172,29.9,0.062554
8.83E+11,4944.92,771,724,21864,10358,6.83,0.018683
8.83E+11,42967.4,1854,1645,67203,16209,26.12,0.042451
8.83E+11,183458.73,2639,2301,67694,12439,79.73,0.059379
8.83E+11,10391.7,144,141,5086,1902,73.7,0.003639
8.83E+11,255978.45,2909,2679,28059,12842,95.55,0.069134
8.83E+11,5062.76,51,46,4314,822,110.06,0.001187
8.83E+11,15.99,3,3,445,85,5.33,0.000077
8.83E+11,161011.1,2541,2270,41611,19405,70.93,0.058579
8.83E+11,10508.61,355,307,4367,1825,34.23,0.007922
8.83E+11,3153.78,43,42,789,310,75.09,0.001084
8.83E+11,190184.19,1938,1931,16761,8102,98.49,0.049831
8.83E+11,95.67,11,9,314,59,10.63,0.000232
8.83E+11,65485.56,1869,1813,32827,7086,36.12,0.046786
8.83E+11,18544.76,1084,988,47709,20487,18.77,0.025496
8.83E+11,12525.6,5500,5219,93318,25694,2.4,0.134681
8.83E+11,23782.15,4956,4165,55657,38815,5.71,0.107482
8.83E+11,50296.65,2213,1839,40886,7643,27.35,0.047457
8.83E+11,31562.86,627,602,45599,8468,52.43,0.015535
8.83E+11,99350.55,2702,2295,45372,11003,43.29,0.059225
8.83E+11,503.5,55,53,5445,1263,9.5,0.001368
8.83E+11,7455.62,186,163,15245,2230,45.74,0.004206
8.83E+11,5501.4,368,318,7062,2721,17.3,0.008206
8.83E+11,86784.3,3211,2742,75097,38479,31.65,0.07076
8.83E+11,56906.7,1535,1266,75304,8867,44.95,0.03267
8.83E+11,20148.48,452,424,18199,4826,47.52,0.010942
8.83E+11,1933.44,108,106,18231,1496,18.24,0.002735
8.83E+11,24413.76,1203,1176,33002,11100,20.76,0.030348
8.83E+11,4536.12,373,367,20939,7222,12.36,0.009471
8.83E+11,73939.8,1576,1318,18637,7285,56.1,0.034012
8.83E+11,13782.54,274,267,5833,1613,51.62,0.00689
8.83E+11,101327.86,2181,1933,69358,27850,52.42,0.049883
8.83E+11,39332.94,423,354,28539,5159,111.11,0.009135
8.83E+11,89273.8,911,748,14214,4755,119.35,0.019303
8.83E+11,187742.13,1682,1453,19729,6504,129.21,0.037496
8.83E+11,108.96,7,6,168,80,18.16,0.000155
8.83E+11,12527.84,341,304,3927,2268,41.21,0.007845
8.83E+11,59819.54,1536,1397,20821,5064,42.82,0.036051
8.83E+11,3828,268,220,7555,4606,17.4,0.005677
8.83E+11,62711.01,1382,1179,52650,5617,53.19,0.030425
8.83E+11,29523.12,659,583,42813,6661,50.64,0.015045
8.83E+11,7575.6,337,321,10577,1836,23.6,0.008284
8.83E+11,57471.9,1932,1910,32005,18861,30.09,0.049289
8.83E+11,8398.52,1290,1042,32198,7376,8.06,0.02689
